,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags,tokens,contenttypeid_tag
202,2693628,82,Gangneung Gaja (강릉가자),"This is a house that serves delicious fried pig’s feet. The best menu at this restaurant is fried pigs' feet. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/81/2684781_image2_1.jpg,"3, Munhwaui-gil, Gangneung-si, Gangwon-do",128.8949251342,37.7544822152,house serves delicious fried pigs feet best menu restaurant fried pigs feet korean dishes restaurant gangneungsi gangwondo,"['food', 'feet', 'pigs', 'fried', 'delicious', 'serves']",food
203,2673378,82,Gangneung Gamjaongsimi (강릉감자옹심이),"A store introduced in Korean gourmet programs. This restaurant's signature menu is potato ball soup. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",,"171, Toseong-ro, Gangneung-si, Gangwon-do",128.894869522,37.7564680954,store introduced korean gourmet programs restaurants signature menu potato ball soup korean dishes restaurant gangneungsi gangwondo,"['food', 'potato', 'ball', 'introduced', 'gourmet', 'store']",food
204,2351156,80,Gangneung guesthouse Jungang [Korea Quality] / 강릉 게스트하우스 중앙점 [한국관광 품질인증],"The Jungang Branch of the Gangneung Guest House is situated near the Gangneung Bus Terminal; all bus services pass by the guest house, so guests can get around the whole area very easily by taking the bus.
The guest house also offers easy access to surrounding tourist attractions as it is only ten minutes away from Gangneung Station and three minutes away from Jungang Market, both on foot. As a cozy communal space for guests, the lobby is ideal for enjoying a party with food and drinks. The guest house has a variety of rooms including dormitory rooms for 4-10 persons, single rooms, rooms for 2 persons etc. Even group stay is also available. Dormitary room rates based on one person; for twin rooms, extra 20,000 won charged for additional guest.",http://tong.visitkorea.or.kr/cms/resource/28/2650428_image2_1.jpg,"17, Gyeonggang-ro 2103beon-gil, Gangneung-si, Gangwon-do",128.8954528054,37.7564042254,jungang branch gangneung guest house gangneung bus terminal bus services pass guest house guests get whole easily taking bus guest house easy access surrounding tourist attractions ten minutes away gangneung station three minutes away jungang market foot cozy communal space guests lobby ideal party food drinks guest house variety rooms dormitory rooms persons single rooms rooms persons etc even group stay available dormitary room rates based person twin rooms extra charged additional guest,"['accommodation', 'guest', 'rooms', 'house', 'bus', 'persons']",accommodation
205,264253,76,Gangneung Gyeongpo Beach (강릉 경포해수욕장),"Located 1 kilometer away from Gyeongpodae Pavilion and 6 kilometers from downtown Gangneung, Gyeongpo Beach is a sand bank formed between Gyeongpoho Lake and the ocean. This beach has a beautiful sandy shore that extends to a length of 1.8 kilometers and shallow waters, making it a popular beach attraction. By the beach is a lush pine forest where visitors can enjoy forest bathing. Other activities to enjoy around the area include the cultural art fair that takes place at the beach stage every summer, riding a bike along Gyeongpoho Lake, and hiking the nearby mountains and valleys.",,"514, Changhae-ro, Gangneung-si, Gangwon-do",128.9074446419,37.805729308,kilometer away gyeongpodae pavilion kilometers downtown gangneung gyeongpo beach sand bank formed gyeongpoho lake ocean beach beautiful sandy shore extends length kilometers shallow waters popular beach attraction beach lush pine forest visitors forest bathing activities cultural art fair takes place beach stage summer riding bike gyeongpoho lake hiking nearby mountains valleys,"['nature', 'beach', 'gyeongpoho', 'kilometers', 'lake', 'forest']",nature
206,2678307,82,Gangneung Gyeongpo Mulhoe (강릉경포물회),"Located on the beach, it is a good place to visit after playing in the water. This seafood restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is cold raw fish soup.",http://tong.visitkorea.or.kr/cms/resource/88/2674488_image2_1.jpg,"609, Haean-ro, Gangneung-si, Gangwon-do",128.8986757963,37.8118895353,beach place water seafood restaurant gangneungsi gangwondo famous menu cold raw fish soup,"['food', 'cold', 'seafood', 'raw', 'soup', 'fish']",food
207,2445622,80,Gangneung ING Guest House [Korea Quality] / 강릉ing 게스트하우스 [한국관광 품질인증],"Located in Gangneung City, Gangneung Ing Guest House makes cleanliness its top priority and strives to offer the most comfortable stay by frequent washing of the bedding. It has two types of rooms, Dormitory Rooms for 4 persons and Ondol Rooms for 2 persons, each of which is equipped with a bathroom for guests’ convenience.  The communal space situated on the first floor is ideal for reading and relaxation. 
The guesthouse is just 7 minutes’ walk from Gangneung Station and 10 minutes’ walk from Gangneung Jungang Market. Surrounding tourist attractions include Gyeongpodae Beach, Jeongdongjin, Seongyojang House of Gangneung, and Gangneung Olympic Park (2km from the guest house).",http://tong.visitkorea.or.kr/cms/resource/68/2397268_image2_1.jpg,"19, Yongjigak-gil, Gangneung-si, Gangwon-do",128.9056239515,37.7615677151,gangneung city gangneung ing guest house makes cleanliness top priority strives offer comfortable stay frequent washing bedding types rooms dormitory rooms persons ondol rooms persons equipped bathroom guests convenience communal space first floor ideal reading relaxation guesthouse minutes walk gangneung station minutes walk gangneung jungang market surrounding tourist attractions gyeongpodae beach jeongdongjin seongyojang house gangneung gangneung olympic park km guest house,"['accommodation', 'gangneung', 'house', 'persons', 'rooms', 'guest']",accommodation
208,2507421,79,Gangneung Jungang Market (강릉 중앙시장),"Gangwon-do’s representative traditional market, Jungang Market opened in 1980 as a permanent market. The market is divided into two main parts; one is a traditional market and the other is an underground fishery market. The second floor has a restaurant and coffee shops. Vendors display their products along the street, providing a typical scene of a traditional market and an opportunity to learn about the life of people in Gangneung.",,"21, Geumseong-ro, Gangneung-si, Gangwon-do",128.8986609221,37.7540517822,gangwondos representative traditional market jungang market opened permanent market market divided main traditional market underground fishery market second floor restaurant coffee shops vendors display products street providing typical scene traditional market opportunity learn life people gangneung,"['shopping', 'market', 'traditional', 'fishery', 'vendors', 'gangwondos']",shopping
209,2694561,82,Gangneung Machoru (강릉마초루),"A place where you can enjoy various Chinese dishes. The best menu at this restaurant is spicy seafood noodle soup. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/78/2684978_image2_1.jpg,"2072, Gyeonggang-ro, Gangneung-si, Gangwon-do",128.8942141239,37.7532795626,place chinese dishes best menu restaurant spicy seafood noodle soup korean dishes restaurant gangneungsi gangwondo,"['food', 'dishes', 'chinese', 'noodle', 'restaurant', 'spicy']",food
210,2545175,80,GANGNEUNG OJUK HANOK VILLAGE [Korea Quality] / 강릉오죽한마을[한국관광 품질인증],"Gangneung Ojuk Hanok Village, Gangneung’s representative cultural space, exhibits the excellence and simple beauty of the Korean traditional house known as the ‘hanok’. Based on Ojukheon, the birthplace of Yi I (one of the two most eminent Korean Confucian scholars of the Joseon Dynasty), it was built to spread the ideas of Yi I and promote the excellent features of the Korean hanok to the world through a variety of traditional cultural experience programs. The village is situated next to Ojukheon House, where Yi I and his mother Shin Saimdang were born. It is also near Gyeongpo Lake, one of the most famous tourist attractions in Gangneung, and is only 1.8km away from Gangneung Olympic Park, which served as the ice sports venue of the 2018 PyeongChang Winter Olympic Games.
Gangneung Ojuk Hanok Village has a total of 51 guestrooms, including a separate house, a detached house, a duplex-type with an upper floor (numaru), and other types of rooms. In particular, “Aeilje” is the only house with a bed and amenities designed for the physically disabled, including an entrance ramp and a spacious toilet and bathroom for wheelchair users. “Samuljae” (a lecture hall with a capacity of 40 persons) is also available to guests for up to two hours free of charge. Moreover, “Geoga” house, which is a hanok-type passive house, is an energy-saving structure equipped with a solar-paneled roof.",http://tong.visitkorea.or.kr/cms/resource/99/2529799_image2_1.jpg,"114, Jukheon-gil, Gangneung-si, Gangwon-do",128.8795480296,37.7775042522,gangneung ojuk hanok village gangneungs representative cultural space exhibits excellence simple beauty korean traditional house known hanok based ojukheon birthplace yi eminent korean confucian scholars joseon dynasty spread ideas yi promote excellent features korean hanok world variety traditional cultural experience programs village next ojukheon house yi mother shin saimdang born gyeongpo lake famous tourist attractions gangneung km away gangneung olympic park served ice sports venue pyeongchang winter olympic games gangneung ojuk hanok village total guestrooms separate house detached house duplextype upper floor numaru types rooms particular aeilje house bed amenities designed physically disabled entrance ramp spacious toilet bathroom wheelchair users samuljae lecture hall capacity persons available guests hours free charge moreover geoga house hanoktype passive house energysaving structure equipped solarpaneled roof,"['accommodation', 'house', 'hanok', 'yi', 'gangneung', 'ojuk']",accommodation
211,2692662,82,Gangneung Ttukbaegi (강릉뚝배기),"Gukbap (rice soup) is a Korean-style beef broth dish containing rice. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is beef and rice soup.",http://tong.visitkorea.or.kr/cms/resource/55/2684555_image2_1.jpg,"5, Nambu-ro, Gangneung-si, Gangwon-do",128.8809990508,37.7402474791,gukbap rice soup koreanstyle beef broth dish containing rice korean dishes restaurant gangneungsi gangwondo famous menu beef rice soup,"['food', 'rice', 'beef', 'soup', 'containing', 'gukbap']",food
212,2652219,80,Gangneungcityhotel[Korea Quality] / (주)강릉씨티호텔[한국관광 품질인증/Korea Quality],"Gangneung City Hotel is highly accessible as it is connected to the KTX Gangneung Station and the Gangneung Intercity Bus Terminal through city buses. Located in the city center, the hotel is close to major tourist sites and many famous restaurants in the area. The hotel itself is a brand-new building with sleek, modern interiors. There are 155 rooms in total that are divided into 10 types, all comfortably furnished with wood and monotone designs. These include the Standard Balcony Double with a small balcony to Deluxe Ondol with plush cotton bedding, Deluxe Twin that is the only room to have the ocean view in the hotel, Suite Premier Double and Suite Premier Balcony with great city views, and Suite City Suite that is equipped with a minibar. Standard Double rooms are furnished with sofa and work desk, making it popular among businesspeople. A dessert café and a beer pub within the building serve simple dishes along with drinks, while the rooftop bar offers a great view of Gangneung city along with a meal. Guests can avail of breakfast, which consists of bread and coffee, while groups may also enjoy a breakfast buffet spread. Major sights of Gangneung, such as Ojukheon House, Gyeongpodae Pavilion, Chodang Soondubu (Soft Tofu) Village, and Anmok Beach are all located 5–15 min away by car. Finally, the front desk offers tourist information in English, Japanese, and Chinese.",http://tong.visitkorea.or.kr/cms/resource/23/2651623_image2_1.jpg,"Gyodonggwangjang-ro, Gangneung-si, Gangwon-do",128.8767459101,37.7643807154,gangneung city hotel highly accessible connected ktx gangneung station gangneung intercity bus terminal city buses city center hotel close major tourist sites famous restaurants hotel brandnew building sleek modern interiors rooms total divided types comfortably furnished wood monotone designs balcony double small balcony deluxe ondol plush cotton bedding deluxe twin room ocean view hotel suite premier double suite premier balcony great city views suite city suite equipped minibar double rooms furnished sofa work desk popular among businesspeople dessert caf beer pub within building serve simple dishes drinks rooftop bar great view gangneung city meal guests avail breakfast consists bread coffee groups may breakfast buffet spread major sights gangneung ojukheon house gyeongpodae pavilion chodang soondubu soft tofu village anmok beach min away car finally desk tourist information english japanese chinese,"['accommodation', 'city', 'balcony', 'suite', 'gangneung', 'double']",accommodation
213,2447322,80,Gangsol [Korea Quality] / 강과 소나무 [한국관광 품질인증],"Located in Jeongseon County, Gangwon-do Province, the River and Pine Pension offers guests an opportunity to enjoy an exciting trip and comfortable relaxation. It provides a BBQ in the evening and a free breakfast for all guests, who can enjoy the pension’s great food amid the splendid surrounding scenery. The café on the first floor is open to everyone, while the workshop offers guests an opportunity to learn how to make a quilt. In summer, the clean valley water flowing in front of the pension is a great place for water play and relaxation.",http://tong.visitkorea.or.kr/cms/resource/17/2579017_image2_1.jpg,"31-57, Joldeuru-gil, Jeongseon-gun, Gangwon-do",128.636668723,37.4518927338,jeongseon county gangwondo province river pine pension guests opportunity exciting trip comfortable relaxation bbq evening free breakfast guests pensions great food amid splendid surrounding scenery caf first floor open everyone workshop guests opportunity learn make quilt summer clean valley water flowing pension great place water play relaxation,"['accommodation', 'opportunity', 'guests', 'pension', 'relaxation', 'great']",accommodation
214,1955454,76,Gangwon Hyuhyuam Hermitage (휴휴암(강원)),"This hermitage is located by the sea at Hyeonnam-myeon, Yangyang-gun, Gangwon-do. Its name reflects its dedication to the value of rest by freedom from the troubles of mundane life. The temple was built in 1997 by the monk Hongbeop as a small Buddha hall named Myojeokjeon Hall, but the discovery of a large rock shaped like a reclining Avalokiteshvara in 1999 made the temple a popular site for prayers. A large rock named Yeonhwadae, named after its shape of a lotus flower in bloom, is located below the Myojeokjeon Hall near the sea. Yeonhwadae is a great place to see the reclining Avalokiteshvara and turtle-shaped rock in the area, and many other tourists flock to see the interesting rock formations of the area, like toe rocks, foot rock, and fist rock. Lucky visitors can catch a glimpse of schools of big-scaled redfin surfacing to feed at the beach. Hyuhyuam Hermitage is also home to Myojeokjeon Hall, Darani Cave Buddha Hall, Gwaneum Buddhist Bell, and a statue of the Avalokiteshvara. The Avalokiteshvara statue, in particular, enjoys great popularity from its hilltop vantage point, having the blue seas of the East Sea to its back.",,"3-16, Gwangjin 2-gil, Yangyang-gun, Gangwon-do",128.7678829666,37.9612474552,hermitage sea hyeonnammyeon yangyanggun gangwondo reflects dedication value rest freedom troubles mundane life temple monk hongbeop small buddha hall named myojeokjeon hall discovery large rock shaped reclining avalokiteshvara made temple popular prayers large rock named yeonhwadae named shape lotus flower bloom myojeokjeon hall sea yeonhwadae great place see reclining avalokiteshvara turtleshaped rock tourists flock see interesting rock formations toe rocks foot rock fist rock lucky visitors catch glimpse schools bigscaled redfin surfacing feed beach hyuhyuam hermitage home myojeokjeon hall darani cave buddha hall gwaneum buddhist bell statue avalokiteshvara avalokiteshvara statue particular enjoys great popularity hilltop vantage point blue seas east sea back,"['nature', 'avalokiteshvara', 'rock', 'myojeokjeon', 'hall', 'reclining']",nature
215,264564,76,Gangwon Provincial Arboretum (강원도립화목원),"Gangwon Provincial Arboretum, which is operated by Gangwon-do Provincial Government, was opened in 1999 to provide a recreation forest for the community to relaxa and learn about nature in the middle of the city. It comprises about 30 themed gardens, such as the four-season botanical garden, subtropical plant garden, succulent plant garden, and topiary garden, and holds some 1,800 species of plants. Visitors can appreciate a variety of seasonal flowers, exotic scenery, and interesting attractions. Furthermore, visitors can also enjoy flower-viewing on the cherry blossom trail and at the royal azalea garden in spring; avoid heat at the fountain plaza and in the metasequoia forest in summer; enjoy the chrysanthemum exhibition in autumn; and escape the cold inside a glass greenhouse in winter. Within the arboretum is The Forest Museum, which comprises the permanent exhibition hall designed with the theme of Gangwon-do's forest, including animals, plants, and mountain village life, the special exhibition hall, the 4D theater, and others. Other charming places include the Botanic Garden, consisting of an aquatic botanical garden, which is in harmony with a pond, artificial falls, and a pavilion, as well as the Children's Garden that serves as a nature playground for children.",http://tong.visitkorea.or.kr/cms/resource/00/2444500_image2_1.jpg,"24, Hwamokwon-gil, Chuncheon-si, Gangwon-do",127.7254731639,37.9233347533,gangwon provincial arboretum operated gangwondo provincial government opened provide recreation forest community relaxa learn nature middle city comprises themed gardens fourseason botanical garden subtropical plant garden succulent plant garden topiary garden holds species plants visitors appreciate variety seasonal flowers exotic scenery interesting attractions furthermore visitors flowerviewing cherry blossom trail royal azalea garden spring avoid heat fountain plaza metasequoia forest summer chrysanthemum exhibition autumn escape cold inside glass greenhouse winter within arboretum forest museum comprises permanent exhibition hall designed theme gangwondos forest animals plants mountain village life special exhibition hall theater others charming places botanic garden consisting aquatic botanical garden harmony pond artificial falls pavilion childrens garden serves nature playground children,"['nature', 'garden', 'forest', 'botanical', 'exhibition', 'arboretum']",nature
216,2003790,76,Gangwon Yongchupokpo Falls (무릉계곡 용추폭포(강원)),"Located approximately 2.5 kilometers west of Samhwasa Temple, the entrance of Mureunggyegok Valley, Yongchupokpo Falls is a three-tiered waterfall in a shape of a pot that gets its waters from Cheongoksan Mountain (1,403.7 meters). Located 70 meters below Yongchupokpo Falls is Ssangpokpo Falls, where the water from Yongchupokpo Falls and Bakdalgyegok Valley meets to create a deep and beautiful base.",http://tong.visitkorea.or.kr/cms/resource/46/623246_image2_1.jpg,"538, Samhwa-ro, Donghae-si, Gangwon-do",129.0193673529,37.4634487929,approximately kilometers west samhwasa temple entrance mureunggyegok valley yongchupokpo falls threetiered waterfall shape pot gets waters cheongoksan mountain yongchupokpo falls ssangpokpo falls water yongchupokpo falls bakdalgyegok valley meets create deep beautiful base,"['nature', 'yongchupokpo', 'falls', 'valley', 'bakdalgyegok', 'threetiered']",nature
217,2436073,78,Gangwon-do Forestry Museum (강원도 산림박물관),"Gangwon-do Forestry Museum, located within the Gangwon Provincial Botanic Garden, was established to draw the public closer to forest parks as a cultural space to enjoy nature as well as develop forest-friendly infrastracture for vacationers. The museum has four exhibition rooms, 3D experience room, tree plaground, and more for visitors to enjoy.<br /><br />* Opened October 31, 2002",http://tong.visitkorea.or.kr/cms/resource/60/182060_image2_1.jpg,"24, Hwamogwon-gil, Chuncheon-si, Gangwon-do",127.7255592885,37.922595952,gangwondo forestry museum within gangwon provincial botanic garden established draw public closer forest parks cultural space nature develop forestfriendly infrastracture vacationers museum four exhibition rooms experience room tree plaground visitors enjoybr br opened october,"['culture', 'museum', 'plaground', 'enjoybr', 'forestfriendly', 'infrastracture']",culture
218,2947874,76,Ganhyeon Tourist Area (간현관광지),"Ganhyeon Tourist Area, which is located 18 kilometers to the west of the city of Wonju, is seated where the Seomgang River and Samsancheon Stream, which are branches of the Namhangang River, come together and meet. 40- to 50-meter-high uniquely-shaped rocks and cliffs on both sides of the river form harmony with thickly wooded forests and the dark blue-colored river, and a vast white sandy beach stretches on the sides of the river to complete the fabulous scenery of the area. The river water is clean and the sandy beach is open and extensive, which makes it a popular summer vacation spot for those who like to play in the water. <br /><br />* Things to enjoy in Ganhyeon Tourist Area * <br />Ganhyeon Rock located on the opposite side of the tourist area now has 37 rocky paths where people can enjoy rock climbing. Frequently changing flows and depths of the water potentially pose a great safety risk so visitors must be extremely careful when playing in the water. It should be noted that camping, cooking, campfires, fishing, etc., in or by the water are strictly prohibited. It takes approx. 1 hour 20 minutes for a round trip on Sogeumsan Suspension Bridge, which is located by the entrance of the mountain trail within the Ganhyeon Tourist Area, and the bridge boasts the greatest length and largest scale (100 meters high, 200 meters long, 1.5 meters wide) among all mountain walkway bridges in Korea. To provide visitors with an exhilarating experience, the floor of the bridge is made of specially manufactured steel grating, which enables those who walk over the bridge to enjoy the thrill.",http://tong.visitkorea.or.kr/cms/resource/51/2531651_image2_1.JPG,"12, Sogeumsan-gil, Jijeong-myeon, Wonju-si, Gangwon-do",127.8340575195,37.3646293574,ganhyeon tourist kilometers west city wonju seated seomgang river samsancheon stream branches namhangang river come together meet meterhigh uniquelyshaped rocks cliffs sides river form harmony thickly wooded forests dark bluecolored river vast white sandy beach stretches sides river complete fabulous scenery river water clean sandy beach open extensive makes popular summer vacation spot play water br br things ganhyeon tourist br ganhyeon rock opposite side tourist rocky paths people rock climbing frequently changing flows depths water potentially pose great safety risk visitors must extremely careful water noted camping cooking campfires fishing etc water strictly prohibited takes approx hour minutes round trip sogeumsan suspension bridge entrance mountain trail within ganhyeon tourist bridge boasts greatest length largest scale high long wide among mountain walkway bridges provide visitors exhilarating experience floor bridge made specially manufactured steel grating enables walk bridge thrill,"['nature', 'ganhyeon', 'river', 'bridge', 'water', 'br']",nature
219,1754765,76,Garisan Recreational Forest (가리산자연휴양림),"Located on Garisan Mountain, the Garisan Recreational Forest offers marvelous scenery of a rich forest, old pine trees, and uniquely shaped rocks. The forest is equipped with various recreational, accommodation and convenience facilities including campsites, wood cabin, forest walking trails, swimming pool, sports facilities, and outdoor cooking facilities.",http://tong.visitkorea.or.kr/cms/resource/94/609394_image2_1.jpg,"426, Garisan-gil, Hongcheon-gun, Gangwon-do",127.9795073354,37.8656156746,garisan mountain garisan recreational forest marvelous scenery rich forest old pine trees uniquely shaped rocks forest equipped recreational accommodation convenience facilities campsites wood cabin forest walking trails swimming pool sports facilities outdoor cooking facilities,"['nature', 'forest', 'garisan', 'facilities', 'recreational', 'marvelous']",nature
220,1752765,76,Gariwangsan National Recreational Forest (국립 가리왕산자연휴양림),"Gariwangsan Mountain is one of the major mountains in the Taebaek Mountain Range. It is a home to numerous alpine tree species, as well as wildflowers and herbs. Its trails are popular thanks to the gentle slopes. Gariwangsan National Recreational Forest is located at the Hoedong-ri Village entrance. The recreational forest has various amenities, but the walking path next to the valley is by far the most outstanding. The thick forest blocks out the sky while purifying the air.",http://tong.visitkorea.or.kr/cms/resource/18/582618_image2_1.jpg,"707, Gariwangsan-ro, Jeongseon-gun, Gangwon-do",128.5700393556,37.4268471267,gariwangsan mountain major mountains taebaek mountain range home numerous alpine tree species wildflowers herbs trails popular thanks gentle slopes gariwangsan national recreational forest hoedongri village entrance recreational forest amenities walking path next valley far outstanding thick forest blocks sky purifying air,"['nature', 'gariwangsan', 'forest', 'recreational', 'hoedongri', 'purifying']",nature
221,1761247,76,Geombongsan Recreational Forest (검봉산자연휴양림),"Geombongsan Mountain (alt. 681.6 m) poses an exciting challenge for mountain bike enthusiasts. The mountain ridge is covered with varied flower species including royal azaleas, iris, polygala, and violets. The summit of Geombongsan Mountain offers views of the boundless sea to the east, the sharply rising Eungbongsan Mountain (alt. 998.5 m) to the south, and the slightly taller Sageumsan Mountain (alt. 1,092 m) to the west. The mountain is only a 5 to 10-minute-drive from Imwon Beach, which makes a great summer vacation destination.",http://tong.visitkorea.or.kr/cms/resource/05/2480205_image2_1.jpg,"525-145, Imwonan-gil, Samcheok-si, Gangwon-do",129.285406388,37.2260923899,geombongsan mountain alt exciting challenge mountain bike enthusiasts mountain ridge covered varied flower species royal azaleas iris polygala violets summit geombongsan mountain views boundless sea east sharply rising eungbongsan mountain alt south slightly taller sageumsan mountain alt west mountain minutedrive imwon beach makes great summer vacation destination,"['nature', 'mountain', 'alt', 'geombongsan', 'polygala', 'eungbongsan']",nature
222,2691483,82,Geondori (건도리),"It is a sushi restaurant where you can enjoy fresh sashimi in a refined atmosphere. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The representative menu is assorted sliced raw fish.",http://tong.visitkorea.or.kr/cms/resource/46/2684746_image2_1.jpg,"427, Changhae-ro, Gangneung-si, Gangwon-do",128.9137553764,37.7995107058,sushi restaurant fresh sashimi refined atmosphere korean dishes restaurant gangneungsi gangwondo representative menu assorted sliced raw fish,"['food', 'refined', 'sushi', 'atmosphere', 'assorted', 'sashimi']",food
223,1147527,76,Geumdanggyegok Valley (금당계곡),"Geumdanggyegok Valley, located upstream of the Pyeongchanggang River, is a gorge between three different districts of Bongpyeong-myeon, Yongpyeong-myeon and Daehwa-myeon, just west of Geumdangsan Mountain (1,173 m). Geumdanggyegok Valley is an impressive site with sections of both gentle and fast flowing valley waters. From late March through April full-blown azalea covers the mountainsides and valleys providing visitors with a refreshing spring scent.  

To reach Geumdanggyegok Valley, travel down along the Pyeongchanggang River from Jangpyeong or trek up the valley from Anmi Elementary School. Coming down to Pyeongchang-eup from Daehwa-myeon area, visitors will encounter an intersection called, “Saechugeori”. The intersection has two parts: Sanganmi and Haanmiri and a sign indicating the Geumdanggyegok Valley entrance. Across the valley, odd-shaped rock formations and cliffs appear one after another along the river. The area is a native habitat for a species of otter (Natural Treasure No. 330) and a favorite spot for catching catfish.",http://tong.visitkorea.or.kr/cms/resource/45/1177245_image2_1.jpg,"766-2, Geumdanggyegok-ro, Pyeongchang-gun, Gangwon-do",128.3942007364,37.4824623569,geumdanggyegok valley upstream pyeongchanggang river gorge three different districts bongpyeongmyeon yongpyeongmyeon daehwamyeon west geumdangsan mountain geumdanggyegok valley impressive sections gentle fast flowing valley waters late march april fullblown azalea covers mountainsides valleys providing visitors refreshing spring scent reach geumdanggyegok valley travel pyeongchanggang river jangpyeong trek valley anmi elementary school coming pyeongchangeup daehwamyeon visitors encounter intersection called saechugeori intersection sanganmi haanmiri sign indicating geumdanggyegok valley entrance across valley oddshaped rock formations cliffs appear another river native habitat species otter natural treasure favorite spot catching catfish,"['nature', 'geumdanggyegok', 'valley', 'daehwamyeon', 'intersection', 'pyeongchanggang']",nature
224,658324,76,Geumganggul Cave (금강굴),"Hollowed into the rocks of Seoraksan Mountain, about 600 meters above sea level, you will find Geumganggul Cave. This 23 square meters cave was once used as a place of worship, and contains a stone sitting Buddha and some earthenware. The route up the cave is quite steep, and visitors must walk across a few bridges and up concrete stairways. However, you will be rewarded with a captivating view of Cheonbuldong Valley.  The hiking trail from Seorakdong to Geumganggul Cave, which also passes by Biseondae, is 3.6 kilometers long and takes about 1 hour and 40 minutes. ",http://tong.visitkorea.or.kr/cms/resource/37/1966637_image2_1.jpg,"1091, Seoraksan-ro, Sokcho-si, Gangwon-do",128.4884989154,38.1735618013,hollowed rocks seoraksan mountain sea level find geumganggul cave square cave used place worship contains stone sitting buddha earthenware route cave quite steep visitors must walk across bridges concrete stairways however rewarded captivating view cheonbuldong valley hiking trail seorakdong geumganggul cave passes biseondae kilometers long takes hour minutes,"['nature', 'cave', 'geumganggul', 'rewarded', 'stairways', 'captivating']",nature
225,2668746,82,Geumgangsan Daegehoetjip (금강산대게횟집),"A restaurant that sells a variety of seafood. The best menu at this restaurant is king crab. This seafood restaurant is located in Yangyang-gun, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/24/2660924_image2_1.jpg,"8-5, Haemaji-gil, Yangyang-gun, Gangwon-do",128.6305321271,38.1201235522,restaurant variety seafood best menu restaurant king crab seafood restaurant yangyanggun gangwondo,"['food', 'seafood', 'restaurant', 'crab', 'yangyanggun', 'king']",food
226,2693718,82,Geumgangsan Hoetjip (금강산횟집),"It is a place where only live fish are used. The best menu at this restaurant is live octopus. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/00/2684800_image2_1.jpg,"7, Haean-ro, 604beon-gil, Gangneung-si, Gangwon-do",128.8992090756,37.8120784118,place live fish used best menu restaurant live octopus korean dishes restaurant gangneungsi gangwondo,"['food', 'live', 'octopus', 'restaurant', 'used', 'fish']",food
227,921949,82,Gohyang Iyagi (고향이야기),"The restaurant opened in 1999 with 76 seats, but after it was remodeled in 2008, the number of seats was increased to 126, among which 40 are Western style seating to accommodate the needs of international guests and elderly people.
The interior is decorated with photos taken by the restaurant owner to add to the unique atmosphere. The owner turned the traditional Korean dish of gondeurebap (steamed rice with seasoned cirsium) into something new, serving it in a dolsot (hot stone bowl). The restaurant serves more than 20 different types of side dishes to satisfy customers' various tastes.",http://tong.visitkorea.or.kr/cms/resource/76/816876_image2_1.jpg,"9, Nunmaeul-gil, Pyeongchang-gun, Gangwon-do",128.710027748,37.6691357197,restaurant opened seats remodeled number seats increased among western style seating accommodate needs international guests elderly people interior decorated photos taken restaurant add unique atmosphere turned traditional korean dish gondeurebap steamed rice seasoned cirsium something new serving dolsot stone bowl restaurant serves different types side dishes satisfy customers tastes,"['food', 'seats', 'seating', 'dolsot', 'increased', 'something']",food
228,2676155,82,Gohyang Meokgeori (고향먹거리),"It is a restaurant where you can eat fresh seafood dishes, introduced in Korean gourmet programs. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The representative menu is assorted braised fish.",http://tong.visitkorea.or.kr/cms/resource/82/2671082_image2_1.jpg,"21, Geumseong-ro, Gangneung-si, Gangwon-do",128.8986609221,37.7540517822,restaurant eat fresh seafood dishes introduced korean gourmet programs korean dishes restaurant gangneungsi gangwondo representative menu assorted braised fish,"['food', 'introduced', 'gourmet', 'braised', 'assorted', 'dishes']",food
229,2855643,82,Gomok (고목),"A casual dining restaurant in the woods, that serves brunch and refreshments. Enjoy a cup of coffee in a comfortable setting. Enjoy your meal indoors with your pets at Gomok Restaurant.",,"1 , Namiseom-gil, Chuncheon-si, Gangwon-do",127.5255090138,37.7963208193,casual dining restaurant woods serves brunch refreshments cup coffee comfortable setting meal indoors pets gomok restaurant,"['food', 'casual', 'gomok', 'pets', 'refreshments', 'indoors']",food
